date,price,bedrooms,grade,living_in_m2,real_bathrooms,quartile_zone
8/20/2014,656000,4,8,133.78032,1,3
3/17/2015,474500,5,6,185.806,2,3
8/7/2014,320000,4,8,245.26392,2,1
8/4/2014,829995,5,9,312.15408,3,4
11/21/2014,305000,4,8,225.75429,2,1
4/22/2015,375000,2,6,70.60628,1,4
8/5/2014,454800,4,7,231.32847,2,4
8/18/2014,255000,3,7,108.69651,1,1
2/26/2015,330000,5,7,243.40586,2,2
5/30/2014,750000,4,8,241.5478,2,3
11/18/2014,445000,4,6,157.9351,2,4
3/13/2015,660000,2,7,99.40621,1,3
6/26/2014,440000,3,8,196.95436,1,2
5/13/2014,523000,3,7,115.19972,1,3
4/4/2015,330000,3,7,223.89623,2,1
12/9/2014,192500,3,7,102.1933,1,1
4/3/2015,365000,4,7,286.14124,1,1
5/6/2015,320000,4,8,178.37376,2,1
8/27/2014,551000,5,10,287.07027,3,1
8/22/2014,371000,2,8,103.12233,1,3
3/31/2015,487000,2,8,107.76748,1,3
9/18/2014,298950,5,8,213.6769,2,1
4/15/2015,667500,4,8,178.37376,3,3
7/17/2014,235000,2,6,62.24501,1,2
6/25/2014,1355000,3,8,248.98004,1,4
4/8/2015,198000,3,6,79.89658,1,1
8/28/2014,490000,3,8,150.50286,2,3
10/28/2014,618000,3,9,297.2896,2,2
4/21/2015,348000,3,7,160.72219,2,1
3/24/2015,442500,4,7,231.32847,2,2
10/27/2014,540000,4,8,278.709,2,3
6/11/2014,371000,3,7,82.68367,1,2
2/19/2015,700000,4,7,207.17369,2,3
7/2/2014,415000,3,7,141.21256,1,4
5/21/2014,299800,2,6,73.39337,1,2
3/13/2015,663500,2,7,121.70293,1,3
3/17/2015,627800,4,9,186.73503,1,4
7/2/2014,253000,2,7,121.70293,1,1
6/24/2014,348500,3,7,126.34808,1,3
8/25/2014,598000,4,8,188.59309,2,3
7/23/2014,455000,4,7,230.39944,3,2
7/7/2014,866000,4,9,370.68297,3,4
5/5/2014,501000,4,7,192.30921,1,3
4/24/2015,645000,3,8,201.59951,2,3
6/26/2014,230000,3,7,98.47718,1,1
9/15/2014,299950,2,6,74.3224,1,2
6/20/2014,950000,3,8,283.35415,3,1
4/17/2015,420000,4,7,230.39944,1,3
10/20/2014,394000,3,7,156.07704,2,4
10/31/2014,249950,5,6,160.72219,2,1
12/1/2014,453000,3,7,153.28995,2,3
8/21/2014,285000,4,7,219.25108,2,1
8/12/2014,799950,3,9,172.79958,2,4
8/27/2014,622500,3,7,209.96078,2,2
2/26/2015,190000,3,7,129.13517,1,1
6/11/2014,515000,3,7,313.08311,2,2
8/12/2014,381000,5,8,284.28318,2,1
4/22/2015,875000,3,9,234.11556,2,3
12/24/2014,329000,4,7,104.05136,1,2
5/5/2015,414000,4,7,196.95436,2,2
4/3/2015,336750,4,8,159.79316,2,2
10/15/2014,279000,3,5,118.91584,1,2
9/17/2014,315000,3,7,143.07062,2,2
9/23/2014,393000,2,7,91.04494,1,3
7/16/2014,665000,3,8,160.72219,2,3
8/25/2014,225000,3,7,162.58025,2,1
11/4/2014,241000,3,6,106.83845,1,1
7/11/2014,780000,3,10,296.36057,3,4
8/5/2014,1400000,5,9,357.67655,3,4
5/7/2014,428000,2,8,125.41905,2,4
2/2/2015,519000,3,7,185.806,1,3
8/14/2014,415000,2,7,99.40621,1,3
9/19/2014,225000,3,7,119.84487,1,1
9/3/2014,518000,4,8,200.67048,2,2
7/1/2014,500000,5,8,290.78639,3,3
10/28/2014,370000,3,7,150.50286,1,1
5/5/2014,487585,4,7,186.73503,1,2
8/21/2014,271500,3,7,185.341485,1,1
3/16/2015,818000,4,8,228.54138,2,4
6/3/2014,449500,5,7,189.52212,2,2
5/12/2014,675000,4,7,222.9672,3,3
3/20/2015,1050000,3,8,296.36057,3,2
7/9/2014,570000,6,10,371.612,3,1
9/5/2014,695000,3,7,221.10914,3,4
6/5/2014,250000,3,7,140.28353,2,4
9/26/2014,569500,4,7,182.08988,1,3
3/26/2015,170000,1,6,78.96755,0,2
5/15/2014,420000,3,7,152.36092,2,4
3/11/2015,365650,4,8,221.10914,2,1
7/23/2014,390000,4,8,170.94152,2,3
2/3/2015,377000,4,8,201.59951,2,1
5/13/2015,267000,3,8,233.18653,2,1
3/27/2015,860000,3,7,174.65764,2,4
9/8/2014,200000,3,7,93.83203,1,2
7/15/2014,350000,2,7,100.33524,1,2
7/10/2014,610000,4,8,241.5478,2,4
10/17/2014,390000,3,7,96.61912,1,4
2/26/2015,470000,5,6,176.5157,2,4
8/13/2014,595000,4,7,185.806,1,3
1/6/2015,200000,3,6,114.27069,1,1
7/26/2014,686000,4,8,197.88339,2,4
6/25/2014,995000,3,9,406.91514,4,2
8/26/2014,315500,3,7,173.72861,1,1
7/29/2014,227000,3,6,221.10914,1,2
6/18/2014,545500,3,7,144.92868,2,2
3/13/2015,970000,4,9,334.4508,2,4
3/23/2015,1028000,3,9,260.1284,3,4
10/14/2014,125000,3,6,85.47076,1,1
11/10/2014,300000,5,7,196.02533,1,2
9/22/2014,364000,4,8,162.58025,2,2
11/20/2014,560000,4,8,252.69616,2,1
10/14/2014,610685,4,9,234.11556,2,2
1/7/2015,325000,3,8,170.01249,2,1
6/26/2014,370000,3,7,221.10914,1,2
10/14/2014,589000,4,8,244.33489,2,3
8/12/2014,589000,3,8,159.79316,3,4
11/13/2014,305000,4,7,229.47041,2,2
8/8/2014,665000,3,9,147.71577,2,3
6/6/2014,285000,2,6,72.46434,1,2
10/15/2014,350000,4,7,224.82526,1,2
4/24/2015,224000,1,6,78.03852,0,1
6/19/2014,475000,3,8,88.25785,2,4
12/18/2014,465750,3,9,248.05101,2,2
9/15/2014,499000,2,7,189.52212,1,3
9/2/2014,530000,4,7,208.10272,3,2
3/10/2015,339000,3,9,218.32205,2,1
7/2/2014,329950,4,7,196.95436,2,2
2/17/2015,335000,3,7,91.97397,1,2
1/22/2015,380000,4,8,195.0963,2,3
7/9/2014,635000,4,9,286.14124,2,4
12/17/2014,220000,3,7,176.5157,1,1
2/3/2015,600000,5,9,313.08311,3,3
4/16/2015,300000,4,8,232.2575,2,1
4/14/2015,310000,3,7,155.14801,2,2
9/12/2014,509000,3,7,197.88339,3,2
9/16/2014,555000,4,8,218.32205,1,3
8/1/2014,415000,3,8,149.57383,2,3
2/22/2015,390000,4,9,242.47683,2,2
4/29/2015,438000,2,8,181.16085,2,2
9/16/2014,169900,3,5,84.54173,1,1
6/12/2014,405000,3,7,123.56099,1,4
12/8/2014,697000,4,9,299.14766,2,4
5/7/2014,209950,3,7,128.20614,1,1
3/21/2015,645000,3,9,231.32847,2,4
5/8/2015,316000,4,7,196.95436,1,4
3/18/2015,285000,3,7,147.71577,2,1
1/2/2015,230000,3,8,141.21256,1,1
3/4/2015,279950,3,8,159.79316,1,1
10/17/2014,395000,3,8,214.60593,2,1
9/10/2014,381500,4,8,225.75429,2,1
12/22/2014,525000,3,7,189.52212,2,1
10/22/2014,525000,3,8,158.86413,1,4
4/22/2015,458000,3,7,136.56741,1,2
7/24/2014,230000,3,7,120.7739,1,1
3/4/2015,339100,4,8,218.32205,2,1
5/29/2014,723000,4,8,182.08988,2,4
5/15/2014,695000,3,9,423.63768,2,4
6/24/2014,689000,3,8,204.3866,1,4
1/5/2015,423000,4,7,204.3866,2,2
8/25/2014,377000,1,6,88.25785,1,3
5/4/2015,360000,3,8,199.74145,2,1
3/29/2015,410000,2,6,80.82561,1,2
6/3/2014,575000,3,10,353.0314,2,1
12/5/2014,438000,5,7,184.87697,2,2
4/9/2015,975000,3,9,235.04459,2,3
5/8/2015,410000,3,7,110.55457,1,2
7/18/2014,689888,4,8,179.30279,2,3
2/4/2015,710000,4,10,299.14766,2,2
7/18/2014,526000,4,7,206.24466,1,2
5/28/2014,840000,4,10,317.72826,2,4
8/27/2014,238000,3,6,115.19972,1,2
7/16/2014,351000,3,7,107.76748,1,2
4/29/2015,499950,3,7,125.41905,1,4
3/12/2015,680000,4,7,154.21898,1,3
1/5/2015,385000,2,7,127.27711,1,3
3/20/2015,595000,5,8,347.45722,2,2
11/6/2014,550000,4,8,236.90265,1,3
10/10/2014,696950,4,7,227.61235,2,3
5/28/2014,510250,3,7,130.0642,1,3
8/28/2014,456000,3,7,173.72861,2,3
6/4/2014,335000,4,7,235.97362,2,1
9/17/2014,305000,3,7,107.76748,1,4
5/21/2014,430000,3,8,236.90265,2,2
3/13/2015,448175,2,8,127.27711,2,3
6/30/2014,765000,5,7,266.63161,3,3
9/19/2014,95000,2,6,99.40621,1,1
1/13/2015,725000,3,7,92.903,1,4
8/8/2014,550000,3,7,170.01249,1,4
6/13/2014,304000,3,6,118.91584,1,2
7/29/2014,305000,4,8,207.17369,2,1
12/12/2014,425000,2,7,96.61912,1,3
9/23/2014,420000,3,7,114.27069,1,3
8/25/2014,915000,3,9,291.71542,2,4
10/13/2014,1190000,2,8,193.23824,1,2
10/29/2014,552000,3,8,118.91584,2,4
10/10/2014,760000,5,7,247.12198,1,3
1/21/2015,475000,3,7,152.36092,2,2
4/3/2015,320000,3,7,151.43189,1,2
7/30/2014,385000,3,8,176.5157,3,2
7/23/2014,551000,4,7,136.56741,1,3
9/12/2014,510000,3,7,178.37376,1,4
10/1/2014,1015000,4,8,250.8381,2,3
12/10/2014,415000,1,8,278.709,2,2
7/29/2014,315000,2,7,93.83203,1,2
12/9/2014,525000,3,8,119.84487,2,4
11/5/2014,635000,4,8,395.76678,2,2
12/12/2014,180000,3,6,93.83203,1,1
8/25/2014,861000,3,8,234.11556,2,4
7/18/2014,915000,3,8,314.94117,2,3
5/23/2014,530000,4,7,168.526042,1,3
5/12/2014,746000,3,9,243.40586,2,4
4/28/2015,650000,5,8,239.68974,2,4
7/25/2014,518000,4,8,245.26392,2,3
12/10/2014,125000,3,6,114.27069,1,3
10/14/2014,619500,4,8,205.31563,2,2
6/16/2014,265000,3,7,92.903,1,3
1/13/2015,594491,4,9,277.77997,2,2
3/4/2015,385000,1,6,57.59986,1,3
3/12/2015,717000,4,10,258.27034,2,3
2/18/2015,285000,4,7,176.5157,3,1
2/26/2015,970000,4,9,326.08953,3,4
5/4/2015,540000,3,8,168.15443,2,4
8/8/2014,272000,3,7,111.4836,2,1
9/26/2014,232000,3,7,119.84487,1,1
10/7/2014,250000,3,6,86.39979,1,2
8/28/2014,299500,3,8,168.15443,1,1
9/10/2014,550388,3,7,159.79316,3,3
11/20/2014,460000,4,7,194.16727,2,3
5/21/2014,344500,4,7,167.2254,2,1
4/7/2015,832600,4,7,152.36092,1,3
7/31/2014,912000,4,9,183.94794,3,3
4/17/2015,541500,2,8,176.5157,2,4
1/9/2015,292500,3,7,157.00607,2,1
12/9/2014,604000,4,7,182.08988,3,3
3/25/2015,361000,5,7,221.10914,2,1
6/28/2014,650000,2,7,97.54815,1,3
5/7/2015,700000,4,7,231.32847,2,3
5/5/2015,365000,3,8,170.01249,1,3
9/8/2014,988000,4,11,375.32812,3,4
6/10/2014,1240000,5,9,262.91549,3,4
1/29/2015,310000,3,8,163.50928,2,2
5/21/2014,540000,3,8,136.56741,2,3
10/28/2014,235000,2,6,80.82561,2,2
12/10/2014,275000,2,7,119.84487,2,2
11/4/2014,339888,4,6,133.78032,1,1
3/31/2015,347950,5,7,157.9351,2,3
5/14/2014,160000,3,6,79.89658,1,1
6/17/2014,286800,3,8,131.271939,2,1
6/11/2014,881000,5,8,233.18653,3,3
9/10/2014,260000,3,7,122.63196,1,1
3/30/2015,244000,3,7,126.34808,1,1
8/20/2014,431000,3,9,219.25108,2,1
4/28/2015,288000,3,7,144.92868,2,1
5/21/2014,220000,4,7,200.67048,2,1
5/9/2014,255000,2,6,89.18688,1,2
11/7/2014,352950,3,6,163.50928,1,3
7/26/2014,710000,4,8,250.8381,1,3
7/29/2014,314950,2,7,172.79958,2,2
3/17/2015,389950,3,9,201.59951,2,1
11/4/2014,290000,4,8,194.16727,1,2
5/8/2014,211000,4,7,195.0963,1,1
3/9/2015,443000,4,9,243.40586,3,1
10/29/2014,359950,4,9,212.74787,3,2
9/10/2014,485000,3,8,235.97362,2,1
10/23/2014,497000,3,8,134.70935,2,3
6/5/2014,450000,4,7,185.806,1,2
5/19/2014,575000,4,9,232.2575,2,3
10/16/2014,261000,3,7,147.158352,2,1
7/11/2014,975000,5,10,399.4829,4,3
6/27/2014,665000,3,10,242.47683,2,3
2/7/2015,270000,3,8,168.15443,2,1
7/10/2014,840000,4,11,356.74752,3,2
11/12/2014,980000,4,9,279.63803,2,4
10/15/2014,620000,4,9,276.85094,2,2
9/16/2014,270000,2,6,128.20614,1,3
9/2/2014,330000,2,6,74.3224,1,3
6/24/2014,258000,3,7,138.42547,1,1
6/19/2014,200000,3,7,105.90942,1,1
2/6/2015,800000,6,7,132.85129,1,4
3/28/2015,378000,2,7,91.04494,1,3
3/3/2015,465000,3,8,178.37376,2,1
4/16/2015,550000,3,8,180.23182,1,4
9/30/2014,344950,3,6,136.56741,2,2
11/13/2014,227950,3,7,104.05136,1,1
6/12/2014,1228000,4,11,532.33419,2,4
3/28/2015,639900,3,8,216.46399,2,4
1/15/2015,280000,2,6,78.96755,1,1
3/9/2015,347500,3,7,150.50286,1,3
9/25/2014,415000,4,8,282.42512,3,1
7/21/2014,879000,4,10,333.52177,3,4
4/27/2015,679990,4,8,308.43796,2,2
5/7/2014,246000,3,6,130.0642,1,2
1/5/2015,713000,4,8,263.84452,3,4
8/25/2014,397450,4,8,246.19295,2,1
4/27/2015,663000,4,7,331.66371,2,4
5/23/2014,648475,4,8,209.03175,2,4
9/8/2014,570000,3,9,239.68974,1,3
4/13/2015,350000,3,7,143.99965,2,2
11/7/2014,650000,4,7,196.02533,2,3
6/24/2014,457500,3,8,132.85129,2,3
10/28/2014,1225000,4,9,289.85736,2,1
7/28/2014,775000,4,9,287.07027,2,4
11/25/2014,150000,2,5,66.89016,1,1
7/21/2014,359950,3,8,235.97362,2,1
6/19/2014,429900,4,8,245.26392,2,1
4/7/2015,281500,3,7,117.98681,1,2
12/15/2014,429950,4,8,161.65122,2,3
7/16/2014,320000,4,8,242.47683,2,1
5/9/2014,330000,4,8,180.23182,2,1
1/22/2015,370000,3,7,99.40621,2,3
3/13/2015,225000,3,7,115.19972,1,2
12/22/2014,500000,4,7,156.07704,2,3
9/3/2014,340000,4,7,235.04459,2,1
2/10/2015,430000,4,7,184.87697,2,3
12/22/2014,285000,4,7,199.74145,2,1
11/12/2014,465000,3,9,237.83168,2,3
11/13/2014,1199000,4,9,381.83133,2,2
7/21/2014,625000,4,8,229.47041,2,4
2/5/2015,299900,3,7,144.92868,2,1
6/17/2014,725000,4,8,244.33489,2,4
2/10/2015,448000,3,7,142.14159,2,4
10/10/2014,219000,2,7,97.54815,1,1
8/5/2014,450000,3,8,156.07704,2,2
10/21/2014,1200000,4,11,295.43154,2,4
5/22/2014,592500,4,8,201.59951,3,4
8/22/2014,470000,4,7,240.61877,1,2
5/16/2014,341000,3,9,137.49644,2,2
8/13/2014,322000,3,7,163.50928,2,2
10/16/2014,435000,3,7,109.62554,1,3
11/21/2014,1335000,4,10,469.16015,4,3
8/25/2014,438500,3,7,138.42547,2,3
4/23/2015,503500,3,7,168.15443,2,4
10/29/2014,630000,4,8,299.14766,2,4
11/25/2014,925000,5,9,317.72826,3,3
12/23/2014,285000,4,8,182.08988,2,1
4/21/2015,550000,3,8,171.87055,2,4
6/16/2014,862000,4,11,296.36057,2,4
3/9/2015,622000,3,8,143.99965,2,3
4/25/2015,530000,2,6,70.60628,1,3
3/23/2015,329500,3,7,168.15443,1,2
4/6/2015,330000,3,7,139.3545,2,2
1/30/2015,325000,1,4,38.09023,0,2
9/4/2014,887000,6,9,355.81849,2,3
5/27/2015,1310000,4,8,348.38625,2,3
12/2/2014,258000,3,6,96.61912,1,1
3/10/2015,485000,3,8,153.28995,1,4
4/24/2015,335000,2,6,167.2254,1,1
11/12/2014,450000,3,8,215.53496,2,2
2/17/2015,562000,3,8,148.6448,1,2
4/22/2015,499900,4,8,219.25108,2,2
7/15/2014,340000,4,7,167.2254,1,2
12/29/2014,575000,3,7,147.71577,2,3
2/3/2015,680000,4,8,250.8381,2,3
5/2/2014,367500,4,8,288.92833,3,1
4/16/2015,333000,4,8,195.0963,2,1
9/8/2014,550000,3,8,207.17369,2,4
9/9/2014,527000,4,9,262.91549,2,2
5/6/2014,612500,4,7,191.38018,2,3
8/11/2014,319950,2,8,118.91584,2,3
10/27/2014,530000,3,7,154.21898,1,3
9/18/2014,250000,3,7,125.41905,1,1
7/25/2014,678000,3,9,245.26392,2,4
7/9/2014,395000,2,7,86.39979,1,3
5/12/2015,530000,2,8,193.23824,2,1
10/6/2014,825000,3,8,193.23824,1,3
5/2/2014,612500,4,9,253.62519,2,3
5/13/2014,505000,4,8,259.19937,2,3
11/17/2014,318000,4,8,202.52854,2,1
5/27/2014,475000,4,8,315.8702,3,2
10/28/2014,830000,5,8,271.27676,3,3
2/13/2015,661000,4,8,155.14801,1,4
5/12/2014,210000,3,7,96.61912,2,2
1/29/2015,283500,3,7,116.12875,1,1
3/11/2015,273000,3,6,143.07062,1,2
6/18/2014,620000,4,8,177.44473,2,3
8/4/2014,451000,3,8,190.45115,2,3
4/14/2015,430000,4,7,192.30921,1,3
5/21/2014,452000,4,6,154.21898,2,2
8/21/2014,715000,4,10,258.27034,2,4
3/19/2015,355000,3,6,109.62554,1,2
3/30/2015,340000,4,7,194.16727,2,2
12/26/2014,874000,4,7,265.70258,2,3
7/17/2014,338000,5,7,172.79958,2,2
10/14/2014,460000,2,8,166.29637,1,3
7/24/2014,425000,4,7,196.95436,1,2
8/22/2014,425000,4,7,210.88981,2,3
3/12/2015,500000,3,8,210.88981,2,2
7/29/2014,315000,3,8,117.05778,2,3
4/17/2015,679975,4,8,355.81849,2,3
9/30/2014,329000,5,8,238.76071,2,1
11/3/2014,395000,4,7,181.16085,1,2
7/31/2014,230000,3,9,96.61912,1,3
4/24/2015,284200,3,7,145.85771,2,1
10/17/2014,450000,3,8,292.64445,1,3
10/14/2014,420000,3,9,220.18011,2,1
5/13/2015,645000,3,7,152.36092,2,3
3/16/2015,350000,2,7,132.85129,1,2
12/12/2014,180000,2,5,89.18688,1,2
10/9/2014,575000,3,8,159.79316,1,4
7/1/2014,328950,4,7,236.90265,1,1
11/7/2014,339950,4,8,248.05101,2,1
7/18/2014,529000,3,9,180.23182,2,3
4/17/2015,415000,2,6,62.24501,1,2
12/19/2014,340500,3,7,164.43831,1,2
7/7/2014,320000,3,7,104.05136,1,4
12/10/2014,409950,5,7,166.29637,2,2
5/16/2014,250000,3,7,176.5157,2,2
5/6/2014,1135000,4,9,313.08311,2,3
5/29/2014,295000,4,7,212.74787,2,1
10/15/2014,1050000,4,9,355.81849,3,4
3/26/2015,595000,3,8,236.90265,2,2
5/7/2015,310000,4,8,165.36734,2,1
5/29/2014,535000,3,7,126.34808,2,3
6/13/2014,299000,3,7,109.62554,1,3
9/25/2014,370900,3,7,111.4836,1,3
7/24/2014,529000,2,8,122.63196,2,3
4/15/2015,520500,6,7,174.65764,2,2
5/5/2015,455000,4,8,205.31563,2,2
2/26/2015,830000,2,7,106.83845,1,4
7/8/2014,890000,4,8,214.60593,2,3
12/2/2014,340000,2,6,79.89658,1,3
9/16/2014,578000,3,8,196.95436,1,2
4/27/2015,425000,4,7,137.49644,1,2
1/28/2015,830000,5,8,324.23147,3,4
9/18/2014,560000,3,9,263.84452,2,2
12/23/2014,520000,4,7,182.08988,0,1
8/7/2014,433000,3,7,178.37376,2,2
5/28/2014,499950,4,9,259.942594,2,1
9/15/2014,665000,3,9,244.33489,2,3
2/26/2015,215000,3,7,136.56741,2,1
10/17/2014,309000,3,7,184.87697,2,2
1/23/2015,495000,4,8,220.18011,2,3
4/30/2015,510000,3,8,170.01249,2,2
5/28/2014,700000,4,9,417.13447,3,3
11/14/2014,284000,3,7,100.33524,1,2
2/19/2015,530000,3,8,200.67048,2,2
4/29/2015,270500,3,7,165.36734,2,2
7/17/2014,425000,4,7,167.2254,1,4
4/1/2015,733000,5,8,267.56064,2,4
7/18/2014,639000,4,9,232.2575,2,3
12/8/2014,500000,3,7,205.31563,1,3
11/13/2014,180000,3,7,87.32882,1,1
12/4/2014,1270000,5,9,366.96685,3,4
11/5/2014,850000,5,8,260.1284,2,4
5/4/2015,350000,3,8,160.72219,2,2
7/10/2014,379900,3,9,288.92833,2,1
3/4/2015,895000,4,9,264.77355,2,4
4/28/2015,355000,3,7,173.72861,1,1
4/23/2015,425000,4,7,169.08346,1,3
7/24/2014,835000,5,8,334.4508,4,2
4/16/2015,610000,4,9,274.06385,2,3
5/4/2015,345000,4,8,224.82526,2,1
5/4/2015,1268890,5,12,409.70223,3,3
5/3/2014,379880,3,7,153.28995,2,3
2/17/2015,407000,3,8,105.90942,1,3
10/13/2014,208950,3,5,89.18688,1,2
4/10/2015,255000,3,7,105.90942,1,1
3/4/2015,781000,3,8,178.37376,2,3
11/25/2014,554000,2,7,76.18046,1,4
9/16/2014,329900,3,7,155.14801,1,2
10/27/2014,287500,4,8,209.03175,2,1
2/9/2015,1086000,3,8,262.91549,3,2
2/25/2015,325000,4,7,152.36092,1,2
9/16/2014,333000,3,7,150.50286,1,2
3/21/2015,475000,3,7,117.98681,1,3
10/30/2014,345000,2,7,90.11591,1,2
8/27/2014,355000,3,7,189.52212,1,2
5/16/2014,363750,3,7,160.350578,1,2
2/23/2015,637000,4,8,196.95436,2,4
7/10/2014,350000,4,7,159.79316,2,2
4/29/2015,708000,2,7,104.05136,1,4
8/5/2014,375000,3,7,110.55457,1,2
3/27/2015,540000,3,7,117.98681,1,3
6/20/2014,264950,4,7,168.15443,1,1
4/21/2015,525000,4,7,209.96078,2,3
9/11/2014,739000,3,8,214.60593,2,4
10/23/2014,521000,3,6,170.94152,2,3
5/13/2014,289000,3,6,101.26427,1,2
6/26/2014,330675,4,7,179.30279,3,2
6/11/2014,516000,4,7,236.90265,3,3
10/21/2014,371000,3,8,199.74145,2,1
2/13/2015,1284000,5,11,468.23112,4,3
9/22/2014,563500,4,9,258.27034,2,3
10/16/2014,530000,3,8,226.68332,2,3
3/23/2015,160000,3,6,105.90942,1,2
7/25/2014,410000,5,7,270.34773,2,2
3/17/2015,363000,3,7,182.08988,1,1
5/7/2014,500000,3,8,180.23182,2,3
6/23/2014,215000,3,6,124.49002,2,1
5/8/2015,337500,3,7,94.76106,1,2
9/25/2014,1280000,4,9,302.86378,3,4
10/9/2014,980000,4,8,208.10272,2,4
3/3/2015,551000,3,7,146.78674,1,3
11/10/2014,1197000,4,8,366.03782,2,4
3/26/2015,290000,3,7,117.05778,2,1
3/20/2015,1288000,5,10,376.25715,4,4
4/21/2015,299000,1,7,183.94794,2,1
5/27/2014,295832,5,7,130.99323,1,1
3/11/2015,481000,4,8,230.39944,2,2
1/22/2015,650500,5,7,364.17976,4,4
2/24/2015,868000,4,9,187.66406,2,4
11/7/2014,217000,2,5,66.89016,1,2
6/12/2014,795000,3,9,224.82526,2,2
8/26/2014,126000,1,5,56.67083,1,1
6/30/2014,235000,2,6,83.6127,1,3
2/18/2015,495000,3,7,145.85771,1,3
3/26/2015,448000,2,6,155.14801,2,2
6/13/2014,475000,3,7,146.78674,2,4
12/11/2014,460000,2,6,129.13517,1,4
1/9/2015,249000,3,5,95.69009,1,1
2/5/2015,442500,4,8,183.01891,2,2
6/2/2014,439900,2,8,130.99323,2,3
11/3/2014,250000,2,6,74.3224,1,2
5/11/2015,535000,4,7,149.57383,1,3
4/30/2015,450000,4,7,161.65122,1,2
9/8/2014,257000,2,6,71.53531,1,2
4/24/2015,545000,4,7,202.52854,2,2
8/27/2014,900000,5,10,404.12805,3,4
5/29/2014,503000,3,8,240.61877,2,2
9/19/2014,395000,4,7,191.38018,1,3
4/10/2015,454200,4,8,244.33489,2,3
6/25/2014,505000,3,8,172.79958,2,3
8/18/2014,460000,3,7,153.28995,2,3
8/18/2014,275000,2,6,87.32882,1,2
6/24/2014,366000,3,8,170.94152,1,3
9/8/2014,590000,2,7,142.14159,1,3
12/22/2014,600000,3,8,213.6769,1,2
8/4/2014,265000,3,7,190.45115,1,1
11/7/2014,470950,3,8,237.83168,2,2
7/24/2014,291500,4,7,164.43831,2,2
9/29/2014,207000,3,6,85.47076,1,2
5/13/2015,288000,3,7,127.27711,2,1
2/3/2015,804000,4,9,243.40586,2,3
5/14/2014,223000,3,7,124.49002,1,1
4/17/2015,206000,3,7,122.63196,1,1
2/24/2015,671300,4,7,304.72184,2,4
5/5/2014,210000,3,5,124.49002,1,2
1/12/2015,550285,2,8,156.07704,1,4
9/17/2014,632500,5,8,325.1605,3,3
2/17/2015,565000,2,7,159.79316,1,3
3/16/2015,355000,4,8,190.45115,2,1
2/5/2015,1150000,4,11,386.47648,3,4
9/24/2014,302000,5,7,143.07062,2,3
8/8/2014,559950,3,9,154.21898,2,3
10/20/2014,374950,2,8,115.19972,2,3
7/29/2014,305000,4,7,215.53496,2,1
9/12/2014,650000,3,8,249.90907,2,2
7/3/2014,265000,3,7,94.76106,1,2
9/5/2014,500000,4,9,263.84452,2,2
2/18/2015,204000,3,6,96.61912,1,2
8/22/2014,205000,3,8,167.2254,2,1
4/3/2015,576250,2,7,142.14159,1,3
6/26/2014,937000,3,8,227.61235,1,4
5/13/2015,453500,2,6,92.903,1,4
5/5/2014,823000,6,9,271.27676,1,3
5/23/2014,1050000,3,11,406.91514,4,4
4/29/2015,215000,3,6,91.04494,1,1
3/25/2015,587100,3,8,155.14801,2,3
7/14/2014,650000,3,8,235.97362,2,3
12/2/2014,520000,4,9,231.32847,2,3
7/31/2014,181000,2,7,144.92868,1,2
4/29/2015,805000,4,7,226.68332,2,3
2/11/2015,760000,5,8,283.35415,1,4
5/5/2015,890000,4,10,405.05708,3,2
11/5/2014,929000,4,9,374.39909,3,4
2/27/2015,988990,4,9,385.54745,4,4
12/11/2014,275000,3,7,117.05778,2,2
2/22/2015,264500,3,8,151.43189,2,1
3/23/2015,275500,4,7,119.84487,1,2
8/13/2014,790000,4,9,263.84452,2,3
8/28/2014,300000,4,8,193.23824,1,1
12/1/2014,342000,3,7,111.4836,2,2
4/8/2015,229000,4,7,122.63196,1,1
12/26/2014,860000,4,10,355.81849,3,4
4/30/2015,350000,3,7,101.26427,1,2
6/17/2014,1010000,3,10,224.82526,3,4
6/25/2014,1330000,3,8,180.23182,1,4
10/16/2014,458500,2,7,107.76748,1,3
11/14/2014,630000,3,9,353.0314,3,3
3/4/2015,620000,4,9,197.88339,2,3
9/3/2014,836500,3,9,207.17369,2,2
10/30/2014,579100,2,7,99.40621,1,3
4/2/2015,315000,3,6,113.34166,2,3
2/6/2015,443500,2,7,87.32882,1,3
4/8/2015,234950,2,8,159.79316,2,1
11/24/2014,521000,4,8,187.66406,1,4
7/7/2014,570000,3,7,175.58667,1,3
2/20/2015,519500,4,6,143.07062,2,3
2/4/2015,657044,3,9,317.72826,3,3
10/20/2014,375000,3,8,105.90942,2,3
7/14/2014,650000,4,7,186.73503,1,3
4/2/2015,610000,4,7,206.24466,2,3
5/5/2014,600000,3,8,155.14801,1,4
3/23/2015,405000,3,8,228.54138,2,3
10/22/2014,1161000,4,8,274.99288,2,3
11/20/2014,445000,3,7,171.87055,2,3
5/12/2015,1380000,5,10,376.25715,4,4
10/7/2014,629000,4,8,176.5157,2,4
5/30/2014,425000,3,7,169.08346,2,2
3/31/2015,950000,4,8,157.9351,2,4
7/1/2014,515000,2,7,97.54815,1,3
10/28/2014,322000,3,6,130.0642,1,2
10/29/2014,625000,3,9,167.2254,1,2
4/3/2015,245000,3,7,142.14159,2,2
5/5/2015,695000,2,7,105.90942,1,3
11/3/2014,265000,3,6,74.3224,1,2
